Uuid,Concept Numeric uuid,Label,Absolute low,Critical low,Normal low,Normal high,Critical high,Absolute high,Criteria
f7de2ddf-128b-47b8-a57b-e3a7c95fb6af,5242AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Frecuencia respiratoria gestante 14 - <28 wks,9,10,12,20,22,50,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() >= 14 && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() < 28
5f7bc5ea-dbea-4af0-8fb2-aa8bc65304ae,5242AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Frecuencia respiratoria gestante 28 - <40 wks,9,10,12,20,22,50,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() >= 28 && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() < 40
9948fdc3-d2e2-4255-a8af-21f5ee36711b,5087AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Frecuencia cardiaca 0 - <6 wks,105,115,120,140,150,250,$patient.getAgeInWeeks() < 6
1c8db1c2-8759-489e-b037-9553313f94d4,5087AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Frecuencia cardiaca 6 - <1 yrs,85,95,100,130,140,250,$patient.getAgeInWeeks() >= 6 && $patient.getAge() < 1
80d69342-948a-4d93-bd7d-449ba7e99616,5087AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Frecuencia cardiaca 1 - <2 yrs,85,95,100,120,130,250,$patient.getAge() >= 1 && $patient.getAge() < 2
339d08f6-06f0-4855-b50d-fec9f44d51ed,5087AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Frecuencia cardiaca 2 - <6 yrs,65,75,80,120,130,250,$patient.getAge() >= 2 && $patient.getAge() < 6
e0ec290b-8fa0-4620-a977-07ba50f099dc,5087AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Frecuencia cardiaca 6 - <13 yrs,65,75,80,100,110,250,$patient.getAge() >= 6 && $patient.getAge() < 13
df394903-03af-4d71-85f7-43ae65e5df46,5087AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Frecuencia cardiaca 13 - <16 yrs,55,65,70,80,90,250,$patient.getAge() >= 13 && $patient.getAge() < 16
402c3ed9-1f19-4a1a-9920-f4fdc15448de,5087AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Frecuencia cardiaca 16 - <18 yrs,45,55,60,80,90,250,$patient.getAge() >= 16 && $patient.getAge() < 18
a05fb1de-e54c-490d-91fc-3af76d45208e,5087AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Frecuencia cardiaca adulto 18 - <60 yrs,45,55,60,100,110,250,$patient.getAge() >= 18 && $patient.getAge() < 60
96a46e06-d214-43a0-ae2a-e451b40914e8,5087AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Frecuencia cardiaca adulto mayor <60 yrs,45,55,60,90,100,250,$patient.getAge() >= 60
f22541c7-1d97-492b-b9b1-2153014f5fa3,5087AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Frecuencia cardiaca gestante 0 - <14 wks,55,65,70,90,100,250,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() < 14
19aef4a4-dd90-402d-aaeb-0a215e45e478,5087AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Frecuencia cardiaca gestante 14 - <28 wks,60,70,75,95,105,250,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() >= 14 && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() < 28
efe71d14-b44c-4279-9e3e-ba427d8422f9,5087AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Frecuencia cardiaca gestante 28 - <40 wks,65,75,80,100,110,250,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() >= 28 && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() < 40
46809854-5978-4a16-bf0d-f83a1b59f7ee,5088AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Temperatura 0 - <6 wks,37,37.5,38,38,38.4,50,$patient.getAgeInWeeks() < 6
347ae514-bfe3-40d4-a3ef-5618ecc3d93b,5088AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Temperatura 6 - <1 yrs,36.5,37,37.5,37.8,38.2,50,$patient.getAgeInWeeks() >= 6 && $patient.getAge() < 1
24a2a528-cc58-4e58-8653-ffc5aed7886a,5088AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Temperatura 1 - <2 yrs,36.5,37,37.5,37.8,38.2,50,$patient.getAge() >= 1 && $patient.getAge() < 2
763bcbd0-01d4-4511-900d-f21f4a25c7fb,5088AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Temperatura 2 - <6 yrs,36.5,37,37.5,37.8,38.2,50,$patient.getAge() >= 2 && $patient.getAge() < 6
e13b2d55-ab9f-4b3d-a149-19278d695afe,5088AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Temperatura 6 - <13 yrs,36,36.5,37,37.5,37.9,50,$patient.getAge() >= 6 && $patient.getAge() < 13
914ed8fd-a74c-40ca-9fc3-bafc61cc3cb5,5088AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Temperatura 13 - <16 yrs,36,36.5,37,37,37.4,50,$patient.getAge() >= 13 && $patient.getAge() < 16
d2f94906-5a2d-479d-bcd8-931d3d0ba5d6,5088AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Temperatura 16 - <18 yrs,35.2,35.7,36.2,37.2,37.6,50,$patient.getAge() >= 16 && $patient.getAge() < 18
b58bc4b8-ecfb-4b8d-847c-f7449c881855,5088AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Temperatura adulto 18 - <60 yrs,35.5,36,36.5,37.2,37.6,50,$patient.getAge() >= 18 && $patient.getAge() < 60
4f9a8008-f8ee-4313-83fc-768b84bbb7b0,5088AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Temperatura adulto mayor <60 yrs,35,35.5,36,37,37.4,50,$patient.getAge() >= 60
b2d37168-a09d-478d-a552-74331a4c4a21,5088AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Temperatura gestante 0 - <14 wks,35.5,36,36.5,37.4,37.8,50,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() < 14
75821f07-5a3e-4842-a499-ca7a5dc56bf6,5088AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Temperatura gestante 14 - <28 wks,35.5,36,36.5,37.4,37.8,50,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() >= 14 && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() < 28
496bf94c-1229-4fc2-8153-a5dac6f1c10a,5088AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Temperatura gestante 28 - <40 wks,35.5,36,36.5,37.4,37.8,50,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() >= 28 && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() < 40
94c53d3f-894f-4f95-b68a-88d7e6c72376,5092AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Saturation 0 - <6 wks,89,92,94,100,101,105,$patient.getAgeInWeeks() < 6
c609716b-a957-4ae6-befe-2b73b68bb807,5092AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Saturation 6 - <1 yrs,90,93,95,100,101,105,$patient.getAgeInWeeks() >= 6 && $patient.getAge() < 1
9f862e10-ea42-4d40-8f2b-72f0837b989f,5092AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Saturation 1 - <2 yrs,90,93,95,100,101,105,$patient.getAge() >= 1 && $patient.getAge() < 2
8d4080aa-cbd7-4c24-8add-60730cee31ac,5092AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Saturation 2 - <6 yrs,90,93,95,100,101,105,$patient.getAge() >= 2 && $patient.getAge() < 6
05b61a70-f2b6-4c94-9c0b-a66805d5efd0,5092AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Saturation 6 - <13 yrs,90,93,95,100,101,105,$patient.getAge() >= 6 && $patient.getAge() < 13
82e7d818-a78a-421d-9471-c705d9bc143a,5092AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Saturation 13 - <16 yrs,90,93,95,100,101,105,$patient.getAge() >= 13 && $patient.getAge() < 16
272b4f1f-05dc-46c6-92e5-86a579e2f178,5092AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Saturation 16 - <18 yrs,90,93,95,100,101,105,$patient.getAge() >= 16 && $patient.getAge() < 18
eb2e5199-ac46-4569-ba73-e6562f9d6a75,5092AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Saturation adulto 18 - <60 yrs,90,93,95,100,101,105,$patient.getAge() >= 18 && $patient.getAge() < 60
00c6bfbb-182c-40a0-89e9-824f3eddf087,5092AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Saturation adulto mayor <60 yrs,89,92,94,100,101,105,$patient.getAge() >= 60
22bf0815-258c-48ee-8ac4-0fde70705a2c,5092AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Saturation gestante 0 - <14 wks,90,93,95,100,101,105,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() < 14
4dfc3d89-b963-45d0-bb57-d20c0c9c6cdf,5092AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Saturation gestante 14 - <28 wks,90,93,95,100,101,105,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() >= 14 && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() < 28
8b501d13-7a3f-443e-99e6-00c84b3aa3b3,5092AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Saturation gestante 28 - <40 wks,90,93,95,100,101,105,$fn.getLatestObs("abaf7d91-e9cb-4569-ab65-2b2ab8226a2c").getValueBoolean() == true && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() >= 28 && $fn.getLatestObs("0f053bc0-1cc4-4114-a08e-f31d18012e0b").getValueNumeric() < 40
434dd9be-15dc-43a1-bb9e-670ee72f8769,1343AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,MUAC 0 - <6 wks,7,9,10,13,14,16,$patient.getAgeInWeeks() < 6
3d4ed77b-2581-41b3-9196-b900edceb8b0,1343AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,MUAC 6 - <1 yrs,9,11,12,14,15,17,$patient.getAgeInWeeks() >= 6 && $patient.getAge() < 1
7b0d7741-1492-4e25-9211-2b3038290004,1343AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,MUAC 1 - <2 yrs,10,12,13,15,16,18,$patient.getAge() >= 1 && $patient.getAge() < 2
dce3cd9c-fe16-4900-ae77-9277529be031,1343AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,MUAC 2 - <6 yrs,10,12,13,16,17,19,$patient.getAge() >= 2 && $patient.getAge() < 6
c3c0be2b-49b3-4c7d-b4f0-84d22bdfa3d0,1343AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,MUAC 6 - <13 yrs,11,13,14,17,19,20,$patient.getAge() >= 6 && $patient.getAge() < 13
7bf6074c-4259-4c78-bd7e-b035c3285e4e,1343AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,MUAC 13 - <16 yrs,11,13,14,18,19,21,$patient.getAge() >= 13 && $patient.getAge() < 16
7ac684a7-dd7d-4b90-b4fa-afeb9727c3ea,1343AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,MUAC 16 - <18 yrs,19,21,22,28,29,31,$patient.getAge() >= 16 && $patient.getAge() < 18
b8e8376e-d0c2-4dc8-9f4a-6795ae3a01fe,5089AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Peso 0 - <6 wks,0,1.5,3.5,4.5,6.5,9.5,$patient.getAgeInWeeks() < 6
2ecbd1e0-2890-41c7-b467-ff154a7b5e26,5089AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Peso 6 - <1 yrs,0,2.5,4.5,10,12,15,$patient.getAgeInWeeks() >= 6 && $patient.getAge() < 1
e103ee0f-d6ed-4062-aef6-959eee5e1123,5089AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Peso 1 - <2 yrs,4,7,9,12,14,17,$patient.getAge() >= 1 && $patient.getAge() < 2
efa63098-8eb5-4b45-a93f-086d5a9b5c38,5089AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Peso 2 - <6 yrs,7,10,12,20,22,25,$patient.getAge() >= 2 && $patient.getAge() < 6
4f7b9752-10d0-449e-8269-ff03faefb8d5,5089AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Peso 6 - <13 yrs,15,18,20,35,37,40,$patient.getAge() >= 6 && $patient.getAge() < 13
fdfc6598-0bd3-4b5d-b596-8a3667fc9330,5089AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Peso 13 - <16 yrs,30,33,35,55,57,60,$patient.getAge() >= 13 && $patient.getAge() < 16
9fc81922-2ab4-4015-af5f-1b769a81b102,5089AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Peso 16 - <18 yrs,45,48,50,80,82,85,$patient.getAge() >= 16 && $patient.getAge() < 18
1e8c2097-8c12-4326-8618-566dc22afcdd,5090AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Talla 0 - <6 wks,44,47,49,54,56,59,$patient.getAgeInWeeks() < 6
6f73fa71-9c28-45f1-abda-d19aa878dd6a,5090AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Talla 6 - <1 yrs,53,56,58,76,78,81,$patient.getAgeInWeeks() >= 6 && $patient.getAge() < 1
c5624243-f637-434d-b496-82fec6075e53,5090AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Talla 1 - <2 yrs,71,74,76,85,87,90,$patient.getAge() >= 1 && $patient.getAge() < 2
9886f268-4dfd-4d3b-a2a6-24722b1b1b59,5090AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Talla 2 - <6 yrs,80,83,85,110,112,115,$patient.getAge() >= 2 && $patient.getAge() < 6
5108bad1-0db1-47b8-bc5a-3173d935d466,5090AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Talla 6 - <13 yrs,105,108,110,145,147,150,$patient.getAge() >= 6 && $patient.getAge() < 13
1bddeced-a848-4df9-bd1e-d3c15bf982e8,5090AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Talla 13 - <16 yrs,140,143,145,160,162,185,$patient.getAge() >= 13 && $patient.getAge() < 16
1f15a88a-fda4-4d51-a095-cb4f21d9e2fa,5090AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,Talla 16 - <18 yrs,155,158,160,180,182,200,$patient.getAge() >= 16 && $patient.getAge() < 18
4ca84a60-ecf0-4d83-9d7f-e668fbc33b34,c4d39248-c896-433a-bc69-e24d04b7f0e5,Perimetro cefalico 0 - <6 wks,31,33,34,38,39,41,$patient.getAgeInWeeks() < 6
fbff6085-bf48-4f3e-8523-4735c952adef,c4d39248-c896-433a-bc69-e24d04b7f0e5,Perimetro cefalico 6 - <1 yrs,39,41,42,46,47,49,$patient.getAgeInWeeks() >= 6 && $patient.getAge() < 1
9abe5a84-1216-4e7f-b73b-ab3baf95e9dd,c4d39248-c896-433a-bc69-e24d04b7f0e5,Perimetro cefalico 1 - <2 yrs,44,46,47,49,50,52,$patient.getAge() >= 1 && $patient.getAge() < 2
752c2f71-ee06-41be-ab15-d4464503e6cf,c4d39248-c896-433a-bc69-e24d04b7f0e5,Perimetro cefalico 2 - <6 yrs,45,47,48,51,52,54,$patient.getAge() >= 2 && $patient.getAge() < 6
a2987d82-c105-4615-adef-169cfbeb78db,c4d39248-c896-433a-bc69-e24d04b7f0e5,Perimetro cefalico 6 - <13 yrs,47,49,50,54,55,57,$patient.getAge() >= 6 && $patient.getAge() < 13
a2e31012-93d0-423c-9c4a-3702e4b2f23e,c4d39248-c896-433a-bc69-e24d04b7f0e5,Perimetro cefalico 13 - <16 yrs,51,53,54,56,57,59,$patient.getAge() >= 13 && $patient.getAge() < 16
32b158da-7bc2-4c20-8a4f-f9095dfe3e67,c4d39248-c896-433a-bc69-e24d04b7f0e5,Perimetro cefalico 16 - <18 yrs,51,53,54,56,57,59,$patient.getAge() >= 16 && $patient.getAge() < 18
